2022/05/01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/03,3,0,0,0,1,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0
2022/05/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/05,4,0,0,0,3,1,0,0,0,2,2,0,2,0,0,0,1,1,0,0
2022/05/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/07,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2022/05/08,4,0,0,0,2,2,0,0,0,0,4,0,1,0,0,0,0,1,1,1
2022/05/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/11,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1
2022/05/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/19,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2022/05/20,2,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
2022/05/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/23,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2022/05/24,3,0,0,0,1,2,0,0,0,1,2,0,1,1,0,0,0,0,0,1
2022/05/25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/28,2,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2022/05/29,8,0,0,7,0,1,0,0,0,2,6,0,1,0,0,1,1,3,1,1
2022/05/30,6,0,0,0,2,4,0,0,0,3,3,0,4,2,0,0,0,0,0,0
2022/05/31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
