2022/05/01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/03,2,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0
2022/05/04,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2022/05/05,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2022/05/06,3,0,0,0,2,1,0,0,0,0,3,0,0,1,0,0,1,0,0,1
2022/05/07,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2022/05/08,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2022/05/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/16,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2022/05/17,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2022/05/18,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2022/05/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2022/05/22,3,0,0,0,2,1,0,0,0,1,2,0,0,0,0,1,1,1,0,0
2022/05/23,5,0,0,0,1,4,0,0,0,3,2,0,2,2,0,0,0,0,1,0
2022/05/24,5,0,0,2,0,3,0,0,0,1,4,0,1,0,0,1,0,3,0,0
2022/05/25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2022/05/26,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2022/05/27,4,0,0,1,0,3,0,0,0,2,2,0,2,0,0,0,0,1,0,1
2022/05/28,3,0,0,0,1,2,0,0,0,1,2,0,0,0,1,1,0,1,0,0
2022/05/29,7,0,0,1,2,4,0,0,0,2,5,0,2,0,0,0,1,1,0,3
2022/05/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/05/31,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1
