2022/06/01,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2022/06/02,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2022/06/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/04,5,0,0,1,2,2,0,0,0,2,3,0,0,1,0,0,0,1,1,2
2022/06/05,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
2022/06/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/08,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2022/06/09,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2022/06/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/12,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2022/06/13,3,0,0,0,1,2,0,0,0,2,1,0,2,0,1,0,0,0,0,0
2022/06/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/16,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0
2022/06/17,3,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,1,0
2022/06/18,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2022/06/19,10,0,0,3,3,4,0,0,0,3,7,0,3,0,1,1,1,2,1,1
2022/06/20,12,0,0,0,2,10,0,0,0,7,5,0,7,0,2,0,0,0,1,2
2022/06/21,6,0,0,0,3,3,0,0,0,1,5,0,3,0,0,1,0,0,0,2
2022/06/22,5,0,0,1,3,1,0,0,0,2,3,0,1,0,0,1,2,0,1,0
2022/06/23,11,0,0,0,4,7,0,0,1,5,5,0,7,2,0,0,0,0,1,1
2022/06/24,9,0,0,2,0,7,0,0,0,5,4,0,4,0,0,2,0,0,1,2
2022/06/25,25,0,0,3,8,14,0,0,1,6,18,0,14,0,2,0,1,3,4,1
2022/06/26,13,0,0,3,1,9,0,0,0,6,7,0,7,1,0,0,0,3,2,0
2022/06/27,24,0,0,2,2,20,0,0,3,9,12,0,15,1,0,1,2,2,2,1
2022/06/28,22,0,0,1,12,9,0,1,1,6,14,0,4,7,2,0,0,4,5,0
2022/06/29,40,0,1,2,11,26,0,1,0,15,24,0,18,6,4,1,2,4,4,1
2022/06/30,29,0,0,4,11,14,0,0,1,10,18,0,10,4,1,2,4,3,5,0
