2022/06/01,6,0,0,1,2,3,0,0,0,3,3,0,1,0,1,0,0,2,1,1
2022/06/02,10,0,0,3,1,6,0,0,0,4,6,0,4,0,0,3,0,2,1,0
2022/06/03,20,0,0,5,5,10,0,0,0,10,10,0,6,3,0,4,2,2,3,0
2022/06/04,27,0,0,12,6,9,0,0,0,8,19,0,7,2,0,3,3,7,5,0
2022/06/05,4,0,0,0,0,4,0,0,1,3,0,0,2,0,1,0,1,0,0,0
2022/06/06,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2022/06/07,3,0,0,0,1,2,0,0,0,2,1,0,2,0,0,0,1,0,0,0
2022/06/08,5,0,0,2,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,1
2022/06/09,8,0,0,0,2,6,0,0,0,2,6,0,2,1,1,0,0,1,2,1
2022/06/10,7,0,0,2,1,4,0,0,0,2,5,0,2,0,0,1,1,1,2,0
2022/06/11,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2022/06/12,10,0,1,4,2,3,0,0,0,4,6,0,5,0,0,2,1,2,0,0
2022/06/13,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2022/06/14,2,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2022/06/15,4,0,0,0,2,2,0,0,0,3,1,0,3,0,0,0,0,0,1,0
2022/06/16,21,0,0,11,5,5,0,0,0,6,15,0,4,2,1,11,0,1,2,0
2022/06/17,15,0,0,0,5,10,0,0,0,8,7,0,4,2,1,0,2,3,3,0
2022/06/18,27,0,0,5,9,13,0,0,2,10,15,0,3,5,0,2,3,3,10,1
2022/06/19,22,0,1,3,7,11,0,0,0,7,15,0,10,1,0,1,0,4,4,2
2022/06/20,9,0,1,1,4,3,0,0,0,3,6,0,3,2,0,1,0,1,1,1
2022/06/21,3,0,0,0,0,3,0,0,0,1,2,0,2,0,0,0,1,0,0,0
2022/06/22,6,0,0,1,2,3,0,0,0,4,2,0,4,1,0,0,0,1,0,0
2022/06/23,32,0,0,4,12,16,0,0,0,17,15,0,10,8,1,3,2,1,5,2
2022/06/24,20,0,0,3,4,13,0,0,0,8,12,0,10,3,0,2,0,1,4,0
2022/06/25,4,0,0,1,1,2,0,0,0,1,3,0,2,1,0,1,0,0,0,0
2022/06/26,30,0,0,7,2,21,0,0,1,14,15,0,12,2,0,4,1,4,6,1
2022/06/27,43,0,0,3,17,23,0,0,1,17,25,0,16,10,1,0,4,2,8,2
2022/06/28,56,0,0,7,26,23,0,0,1,21,34,0,19,15,1,4,4,2,9,2
2022/06/29,65,0,0,6,24,35,0,0,0,29,36,0,26,12,0,5,9,3,10,0
2022/06/30,85,0,0,6,33,46,0,0,2,38,45,0,37,11,0,8,4,5,16,4
