2022/06/01,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2022/06/02,4,0,0,0,0,4,0,0,0,3,1,0,3,0,1,0,0,0,0,0
2022/06/03,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2022/06/04,2,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2022/06/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/06,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2022/06/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/08,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2022/06/09,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
2022/06/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/12,4,0,0,0,2,2,0,0,0,3,1,0,2,0,0,0,0,0,2,0
2022/06/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/14,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2022/06/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/17,6,0,0,1,0,5,0,0,0,2,4,0,1,1,1,1,1,0,1,0
2022/06/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/19,3,0,0,0,1,2,0,0,0,0,3,0,1,0,0,0,2,0,0,0
2022/06/20,3,0,0,1,0,2,0,0,0,1,2,0,0,0,1,1,0,0,1,0
2022/06/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022/06/22,4,0,0,0,2,2,0,0,0,1,3,0,1,2,0,0,0,0,1,0
2022/06/23,3,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,0,0,0,2
2022/06/24,5,0,0,1,2,2,0,0,0,0,5,0,3,1,0,1,0,0,0,0
2022/06/25,2,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2022/06/26,3,0,0,1,0,2,0,0,0,0,3,0,2,0,0,0,0,1,0,0
2022/06/27,7,0,0,0,2,5,0,0,0,1,4,2,6,0,0,0,0,0,0,1
2022/06/28,10,0,0,1,1,8,0,0,0,2,7,1,6,1,0,0,1,1,0,1
2022/06/29,10,0,0,0,5,5,0,0,0,4,5,1,1,2,0,0,2,3,1,1
2022/06/30,13,0,0,2,5,6,0,0,0,5,7,1,6,1,0,2,0,2,2,0
